Title,Score,Vote,Ranked,Popularity,Members,Favorite,Types,Volumes,Chapters,Status,Genres,Demographic,Serialization,Author,Released date,Completed date,Total Review,Recommended,Mixed Feelings,Not Recommended
Machikado Mazoku (The Demon Girl Next Door),8.19,2242,450,2185,9616,381,Manga,3,16,Publishing,"[""'Comedy'"", ""'Slice of Life'"", ""'Mahou Shoujo'""]",,Manga Time Kirara Carat,"[""'Ito,Izumo'""]",2014-06-28,Updating,1,1,0,0
Bokura no Shokutaku (Our Dining Table),8.18,6402,451,1437,14346,298,Manga,1,9,Finished,"[""'Boys Love'"", ""'Slice of Life'"", ""'Childcare'""]",,RuTile,"[""'Mita,Ori'""]",2015-11-21,2017-01-21,9,7,2,0
xxxHOLiC: Rei (xxxHOLiC Rei),8.18,4017,452,1470,14087,142,Manga,4,56,On Hiatus,"[""'Drama'"", ""'Mystery'"", ""'Supernatural'""]",Seinen,Young Magazine (Weekly),"[""'CLAMP'""]",2013-03-04,2017-03-13,2,1,1,0
Yuu☆Yuu☆Hakusho (Yu Yu Hakusho),8.18,33162,453,221,73268,2831,Manga,19,176,Finished,"[""'Action'"", ""'Award Winning'"", ""'Comedy'"", ""'Drama'"", ""'Supernatural'""]",Shounen,Shounen Jump (Weekly),"[""'Togashi,Yoshihiro'""]",1990-11-20,1994-07-12,24,17,5,2
H2,8.18,5277,454,1782,11810,457,Manga,34,338,Finished,"[""'Comedy'"", ""'Drama'"", ""'Romance'"", ""'Sports'"", ""'School'"", ""'Team Sports'""]",Shounen,Shounen Sunday,"[""'Adachi,Mitsuru'""]",1992-01-01,1999-01-01,5,5,0,0
Koori no Mamono no Monogatari,8.18,1479,455,4737,4515,120,Manga,24,75,Finished,"[""'Boys Love'"", ""'Fantasy'"", ""'Supernatural'""]",Shoujo,Ichiraci,"[""'Sugiura,Shiho'""]",1995-08-19,2003-06-20,4,4,0,0
JoJo no Kimyou na Bouken Part 5: Ougon no Kaze (JoJo's Bizarre Adventure Part 5: Golden Wind),8.18,71035,456,123,114180,5337,Manga,17,155,Finished,"[""'Action'"", ""'Adventure'"", ""'Organized Crime'""]",Shounen,Shounen Jump (Weekly),"[""'Araki,Hirohiko'""]",1995-11-28,1999-03-23,32,23,7,2
The One,8.18,8625,457,853,22472,855,Manhua,18,110,Finished,"[""'Drama'"", ""'Romance'"", ""'Psychological'"", ""'Showbiz'""]",Shoujo,Star☆Girls,"[""'Lee,Nicky'""]",2005-01-01,2014-02-05,12,10,0,2
Higurashi no Naku Koro ni Kai: Matsuribayashi-hen (Higurashi WHEN THEY CRY: Festival Accompanying Arc),8.18,4158,458,2005,10387,155,Manga,8,35,Finished,"[""'Drama'"", ""'Horror'"", ""'Mystery'"", ""'Psychological'""]",,Gangan Powered,"[""'Suzuragi,Karin'"", ""'Ryukishi07'""]",2008-06-22,2011-04-22,1,1,0,0
Fushigi Neko no Kyuu-chan (Wonder Cat Kyuu-chan),8.18,2535,459,2699,8021,255,Manga,8,16,Finished,"[""'Comedy'"", ""'Slice of Life'"", ""'Pets'""]",,twi4,"[""'Nitori,Sasami'""]",2018-01-30,2022-12-02,8,6,2,0
Shinai naru Boku e Satsui wo Komete (My Dearest Self With Malice Aforethought),8.18,15669,460,390,44940,1192,Manga,11,98,Finished,"[""'Drama'"", ""'Mystery'"", ""'Suspense'"", ""'Psychological'""]",Seinen,Comic Days,"[""'Inoryuu,Hajime'"", ""'Itou,Shouta'""]",2018-05-07,2020-09-07,31,25,3,3
Ao no Hako (Blue Box),8.18,26306,461,217,74158,3008,Manga,3,16,Publishing,"[""'Romance'"", ""'Sports'"", ""'School'"", ""'Team Sports'""]",Shounen,Shounen Jump (Weekly),"[""'Miura,Kouji'""]",2021-04-12,Updating,44,40,3,1
How to Win My Husband Over,8.18,3894,462,1719,12203,370,Manhwa,3,16,Publishing,"[""'Drama'"", ""'Fantasy'"", ""'Isekai'"", ""'Psychological'"", ""'Villainess'""]",,KakaoPage,"[""'Nyangi-wa Hyangsinnyo,Siru'""]",2021-10-21,Updating,6,5,0,1
Cheese in the Trap Season 3,8.17,4793,463,2140,9756,102,Manhwa,12,37,Finished,"[""'Comedy'"", ""'Mystery'"", ""'Romance'"", ""'Slice of Life'"", ""'School'""]",,Naver Webtoon,"[""'Soonkki'""]",2013-01-09,2015-08-26,2,2,0,0
Tonikaku Kawaii (Fly Me to the Moon),8.17,31687,464,181,86601,3569,Manga,3,16,Publishing,"[""'Comedy'"", ""'Romance'""]",Shounen,Shounen Sunday,"[""'Hata,Kenjirou'""]",2018-02-14,Updating,27,22,3,2
Bungou Stray Dogs: Dead Apple (Bungo Stray Dogs: Dead Apple),8.17,1491,465,3180,6864,96,Manga,4,15,Finished,"[""'Action'"", ""'Mystery'"", ""'Supernatural'"", ""'Detective'""]",,Young Ace UP,"[""'Ganjii'""]",2018-03-09,2023-06-29,0,0,0,0
Yofukashi no Uta (Call of the Night),8.17,35543,466,152,96951,4501,Manga,20,203,Finished,"[""'Award Winning'"", ""'Romance'"", ""'Supernatural'"", ""'Vampire'""]",Shounen,Shounen Sunday,"[""'Kotoyama'""]",2019-08-28,2024-01-24,39,30,7,2
High School DxD,8.17,12713,468,526,35114,2114,Light Novel,25,240,Finished,"[""'Comedy'"", ""'Fantasy'"", ""'Romance'"", ""'Supernatural'"", ""'Ecchi'"", ""'Harem'"", ""'Mythology'"", ""'School'""]",,,"[""'Ishibumi,Ichiei'"", ""'Miyama-Zero'""]",2008-09-20,2018-03-20,20,18,2,0
Last Game,8.17,47291,469,139,101949,4110,Manga,11,66,Finished,"[""'Comedy'"", ""'Romance'""]",Shoujo,LaLa,"[""'Amano,Shinobu'""]",2011-08-24,2016-06-24,63,49,9,5
"Can't See Can't Hear But Love (See, Hear, Love)",8.17,5990,470,991,19538,363,Manhwa,6,83,Finished,"[""'Drama'"", ""'Romance'""]",Seinen,Daum Webtoon,"[""'Go,Yeong-Hun'""]",2010-10-18,2011-08-22,18,12,4,2
Hitsugikatsugi no Kuro.: Kaichu Tabi no Wa (Shoulder-a-Coffin Kuro),8.17,1551,471,2856,7612,211,Manga,7,86,Finished,"[""'Adventure'"", ""'Fantasy'""]",,Manga Time Kirara,"[""'Kiyuzuki,Satoko'""]",2004-12-09,2018-05-10,4,4,0,0
Touhou Shinigami: Meteor Methuselah Gaiden,8.17,2022,472,3987,5464,52,Manga,1,9,Finished,"[""'Action'"", ""'Drama'"", ""'Fantasy'""]",Shoujo,Wings,"[""'Ozaki,Kaori'""]",2004-10-20,2007-06-28,3,3,0,0
Uzumaki (Uzumaki: Spiral into Horror),8.16,132970,473,32,235789,15227,Manga,3,19,Finished,"[""'Drama'"", ""'Horror'"", ""'Supernatural'""]",Seinen,Big Comic Spirits,"[""'Itou,Junji'""]",1998-01-12,1999-08-30,122,87,27,8
Shingetsutan Tsukihime (Lunar Legend Tsukihime),8.16,17815,474,420,42477,2009,Manga,10,74,Finished,"[""'Action'"", ""'Horror'"", ""'Romance'"", ""'Supernatural'"", ""'Vampire'""]",,Dengeki Daioh,"[""'Type-Moon,Nasu'"", ""'Kinoko,Sasaki'"", ""'Shonen'""]",2003-08-21,2010-07-27,11,9,1,1
Fushigi Yuugi: Genbu Kaiden (Fushigi Yugi: Genbu Kaiden),8.16,5147,475,1638,12876,489,Manga,12,40,Finished,"[""'Adventure'"", ""'Drama'"", ""'Fantasy'"", ""'Romance'"", ""'Historical'"", ""'Isekai'"", ""'Magical Sex Shift'""]",Shoujo,Sho-Comi Zoukan,"[""'Watase,Yuu'""]",2003-03-15,2013-02-14,7,7,0,0
Ookiku Furikabutte,8.16,2569,476,2102,9949,327,Manga,3,16,Publishing,"[""'Award Winning'"", ""'Comedy'"", ""'Sports'"", ""'Team Sports'""]",Seinen,Afternoon,"[""'Higuchi,Asa'""]",2003-09-25,Updating,5,5,0,0
Akagi: Yami ni Oritatta Tensai,8.16,4081,477,1591,13193,441,Manga,36,306,Finished,"[""'Action'"", ""'Drama'"", ""'Adult Cast'"", ""'Organized Crime'"", ""'Psychological'"", ""'Strategy Game'""]",,Kindai Mahjong,"[""'Fukumoto,Nobuyuki'""]",1991-06-01,2018-02-01,5,5,0,0
Zankoku na Kami ga Shihai suru,8.16,2628,478,2080,10088,427,Manga,17,55,Finished,"[""'Award Winning'"", ""'Boys Love'"", ""'Drama'"", ""'Psychological'""]",Shoujo,Petit Flower,"[""'Hagio,Moto'""]",1992-05-26,2001-05-26,19,15,1,3
Yoake no Uta (Lullaby of the Dawn),8.16,603,479,6149,3378,71,Manga,3,16,Publishing,"[""'Boys Love'"", ""'Fantasy'""]",,from RED,"[""'Yuno,Ichika'""]",2020-08-21,Updating,1,1,0,0
Sensou Kyoushitsu (The Bugle Call: Song of War),8.16,789,480,4540,4731,45,Manga,3,16,Publishing,"[""'Action'"", ""'Fantasy'"", ""'Military'""]",Shounen,Jump SQ.,"[""'Toumori,Higoro'"", ""'Sora,Mozuku'""]",2022-06-03,Updating,3,3,0,0
Nano Machine,8.16,10578,481,723,26121,610,Manhwa,3,16,Publishing,"[""'Action'"", ""'Adventure'"", ""'Fantasy'"", ""'Sci-Fi'"", ""'Martial Arts'""]",,Naver Webtoon,"[""'Hanjung Wolya,Geumgang Bulgoe'""]",2020-06-10,Updating,11,6,4,1
Shingeki no Kyojin: Kuinaki Sentaku (Attack on Titan: No Regrets),8.16,28929,482,318,53427,1127,Manga,2,8,Finished,"[""'Action'""]",Shoujo,ARIA,"[""'Suruga,Hikaru'"", ""'Sunaaku,Gan'""]",2013-11-28,2014-06-28,3,2,0,1
Fukigen na Mononokean (The Morose Mononokean),8.16,3818,483,1579,13234,504,Manga,18,93,Finished,"[""'Comedy'"", ""'Supernatural'""]",,Gangan Online,"[""'Wazawa,Kiri'""]",2013-09-12,2021-04-22,3,2,1,0
Otouto no Otto (My Brother's Husband),8.16,4668,484,1574,13275,267,Manga,4,28,Finished,"[""'Award Winning'"", ""'Slice of Life'""]",,Monthly Action,"[""'Tagame,Gengorou'""]",2014-09-25,2017-05-25,6,6,0,0
Mahouka Koukou no Rettousei (The Irregular at Magic High School),8.16,9373,485,602,30610,1397,Light Novel,32,16,Finished,"[""'Action'"", ""'Romance'"", ""'Sci-Fi'"", ""'Supernatural'"", ""'School'""]",,,"[""'Satou,Tsutomu'"", ""'Ishida,Kana'""]",2011-07-08,2020-09-10,11,9,2,0
Hajishirazu no Purple Haze: JoJo no Kimyou na Bouken yori (Purple Haze Feedback),8.16,5532,486,1409,14649,387,Light Novel,1,8,Finished,"[""'Action'"", ""'Adventure'"", ""'Super Power'""]",Shounen,,"[""'Araki,Hirohiko'"", ""'Kadono,Kouhei'""]",2011-09-16,2011-09-16,3,3,0,0
Feng Shen Ji,8.16,9923,487,684,27313,564,Manhua,3,38,Finished,"[""'Action'"", ""'Fantasy'"", ""'Supernatural'"", ""'Historical'"", ""'Martial Arts'""]",,,"[""'Deng,Zhi Hui'"", ""'Zheng,Jian He'"", ""'Cheng,Kin Wo'""]",2010-01-01,2011-01-01,11,9,2,0
Nukozuke!,8.16,3241,488,1943,10792,288,Manga,3,16,Publishing,"[""'Comedy'"", ""'Slice of Life'"", ""'Pets'""]",Shoujo,Hana LaLa online,"[""'Yugi,Iro'""]",2012-04-06,Updating,5,5,0,0
Doukyuusei: Gold Ring & Silver Ring,8.16,3659,489,2570,8371,56,Manga,1,2,Finished,"[""'Boys Love'""]",,,"[""'Nakamura,Asumiko'""]",2016-11-05,2016-11-05,2,1,0,1
Sasayaku You ni Koi wo Utau (Whisper Me a Love Song),8.16,10134,490,505,36042,1395,Manga,3,16,Publishing,"[""'Girls Love'"", ""'School'""]",,Comic Yuri Hime,"[""'Takeshima,Eku'""]",2019-02-18,Updating,16,10,5,1
Yamada-kun to Lv999 no Koi wo Suru (My Love Story with Yamada-kun at Lv999),8.16,17922,491,310,55097,2016,Manga,3,16,Publishing,"[""'Romance'"", ""'Video Game'""]",,Ganma!,"[""'Mashiro'""]",2019-03-07,Updating,13,10,2,1
Mystery to Iu nakare (Don't Call It Mystery),8.15,1332,492,2120,9851,126,Manga,3,16,Publishing,"[""'Award Winning'"", ""'Mystery'""]",Josei,Flowers (Monthly),"[""'Tamura,Yumi'""]",2017-11-28,Updating,8,8,0,0
Shin High School DxD,8.15,1218,493,4697,4554,87,Light Novel,3,16,Publishing,"[""'Comedy'"", ""'Fantasy'"", ""'Romance'"", ""'Supernatural'"", ""'Ecchi'"", ""'Harem'"", ""'Mythology'"", ""'School'""]",,,"[""'Ishibumi,Ichiei'"", ""'Miyama-Zero'""]",2018-07-20,Updating,1,1,0,0
Ase to Sekken (Sweat and Soap),8.15,16235,494,412,42946,1367,Manga,11,104,Finished,"[""'Comedy'"", ""'Romance'"", ""'Workplace'""]",Seinen,Morning,"[""'Yamada,Kintetsu'""]",2018-06-21,2021-01-07,20,18,1,1
Heesu in Class 2,8.15,2918,495,3327,6523,189,Manhwa,4,81,Finished,"[""'Boys Love'"", ""'School'""]",,Lezhin Comics Webtoon,"[""'Lily'""]",2017-11-15,2019-06-26,1,1,0,0
Sakamoto Days,8.15,38980,496,108,123043,4196,Manga,3,16,Publishing,"[""'Action'"", ""'Comedy'""]",Shounen,Shounen Jump (Weekly),"[""'Suzuki,Yuuto'""]",2020-11-21,Updating,33,32,0,1
Debut or Die!,8.15,893,497,7615,2620,109,Manhwa,3,16,Publishing,"[""'Drama'"", ""'Idols (Male)'"", ""'Psychological'"", ""'Reincarnation'"", ""'Time Travel'""]",,KakaoPage,"[""'Baek,Deoksoo'"", ""'Soheun'""]",2022-08-01,Updating,2,2,0,0
"Tsuihou sareru Tabi ni Skill wo Te ni Ireta Ore ga, 100 no Isekai de 2-shuume Musou",8.15,2494,498,2450,8707,174,Manga,3,16,Publishing,"[""'Fantasy'"", ""'Isekai'""]",Seinen,Dokodemo Young Champion,"[""'Hinoura,Takumi'"", ""'Nimori,Shimatsukasa'""]",2022-07-26,Updating,4,4,0,0
"Sayonara Zetsubou Sensei (Sayonara, Zetsubou-Sensei)",8.15,8250,499,579,31834,1387,Manga,30,302,Finished,"[""'Award Winning'"", ""'Comedy'"", ""'Gag Humor'"", ""'Parody'"", ""'School'""]",Shounen,Shounen Magazine (Weekly),"[""'Kumeta,Kouji'""]",2005-04-27,2012-06-13,9,9,0,0
Emma,8.15,10919,500,634,29659,842,Manga,10,72,Finished,"[""'Award Winning'"", ""'Romance'"", ""'Slice of Life'"", ""'Historical'""]",Seinen,Comic Beam,"[""'Mori,Kaoru'""]",2001-12-12,2008-02-12,10,10,0,0
Sengoku Youko,8.15,5508,501,993,19500,367,Manga,17,100,Finished,"[""'Action'"", ""'Adventure'"", ""'Fantasy'"", ""'Historical'"", ""'Mythology'""]",Shounen,Blade Online,"[""'Mizukami,Satoshi'""]",2007-12-28,2016-05-20,12,8,3,1
Sora no Otoshimono,8.15,20073,502,391,44766,2160,Manga,20,97,Finished,"[""'Comedy'"", ""'Drama'"", ""'Romance'"", ""'Sci-Fi'"", ""'Ecchi'"", ""'School'""]",Shounen,Shounen Ace,"[""'Minazuki,Suu'""]",2007-03-26,2014-02-26,15,14,1,0
Keishichou Tokuhanka 007,8.15,3813,503,2020,10331,313,Manga,11,43,Finished,"[""'Supernatural'"", ""'Detective'""]",Shoujo,Ichiraci,"[""'Kaji,Eiri'""]",2006-10-20,2012-03-20,10,8,2,0
Houkago Kitaku Biyori,8.15,1278,504,4813,4433,108,Manga,3,16,Publishing,"[""'Slice of Life'"", ""'Love Status Quo'"", ""'School'""]",Seinen,Manga Action,"[""'Matsuda,Mai'""]",2023-08-01,Updating,6,5,1,0
Something About Us,8.15,10136,505,644,28927,757,Manhwa,5,101,Finished,"[""'Romance'"", ""'School'""]",,Lezhin Comics Webtoon,"[""'Lee,Yunji'""]",2014-10-01,2016-10-19,16,15,1,0
Kimetsu no Yaiba (Demon Slayer: Kimetsu no Yaiba),8.15,292076,506,9,459389,28386,Manga,23,207,Finished,"[""'Action'"", ""'Fantasy'"", ""'Historical'""]",Shounen,Shounen Jump (Weekly),"[""'Gotouge,Koyoharu'""]",2016-02-15,2020-05-18,185,112,42,31
Yakusoku no Neverland (The Promised Neverland),8.15,161772,507,18,317414,20123,Manga,20,181,Finished,"[""'Award Winning'"", ""'Mystery'"", ""'Suspense'"", ""'Psychological'"", ""'Survival'""]",Shounen,Shounen Jump (Weekly),"[""'Demizu,Posuka'"", ""'Shirai,Kaiu'""]",2016-08-01,2020-06-15,148,97,38,13
Helck,8.15,14410,508,431,41604,1043,Manga,12,111,Finished,"[""'Action'"", ""'Fantasy'""]",,Ura Sunday,"[""'Nanao,Nanaki'""]",2014-05-05,2017-12-18,22,19,1,2
Hidamari ga Kikoeru (I Hear the Sunspot),8.15,12419,509,549,33571,1038,Manga,1,6,Finished,"[""'Boys Love'"", ""'Slice of Life'"", ""'School'""]",,Canna,"[""'Fumino,Yuki'""]",2013-12-21,2014-08-20,13,9,4,0
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,8.15,6281,510,1242,16121,277,Manga,3,13,Finished,"[""'Drama'""]",Shounen,Jump SQ.,"[""'Izumi,Mitsu'""]",2012-04-04,2013-04-04,1,1,0,0
Binbougami ga!,8.14,7302,511,969,19945,574,Manga,16,81,Finished,"[""'Comedy'"", ""'Supernatural'"", ""'Mythology'""]",Shounen,Jump SQ.,"[""'Sukeno,Yoshiaki'""]",2008-06-04,2013-07-04,9,8,1,0
Hoshi Mamoru Inu (Stargazing Dog),8.14,9140,512,960,20047,453,Manga,1,4,Finished,"[""'Slice of Life'"", ""'Pets'""]",Seinen,Manga Action,"[""'Murakami,Takashi'""]",2008-07-22,2009-01-20,7,6,1,0
Ao Haru Ride,8.14,11270,513,726,26042,2536,Light Novel,6,20,Finished,"[""'Romance'"", ""'School'""]",Shoujo,,"[""'Sakisaka,Io'"", ""'Abe,Akiko'""]",2011-12-27,2015-06-02,0,0,0,0
Mahou Shoujo Madoka★Magica: The Different Story (Puella Magi Madoka★Magica: The different story),8.14,8277,514,1159,17052,680,Manga,3,12,Finished,"[""'Drama'"", ""'Horror'"", ""'Mahou Shoujo'"", ""'School'""]",Seinen,,"[""'Magica Quartet,Hanokage'""]",2012-06-12,2012-11-12,8,8,0,0
No.6 Beyond,8.14,940,515,4446,4861,31,Novel,1,4,Finished,"[""'Action'"", ""'Drama'"", ""'Mystery'"", ""'Sci-Fi'""]",Josei,,"[""'Asano,Atsuko'""]",2012-11-22,2012-11-22,1,1,0,0
Kareshi Kanojo no Jijou (Kare Kano: His and Her Circumstances),8.14,14629,516,456,39687,1623,Manga,21,108,Finished,"[""'Comedy'"", ""'Drama'"", ""'Romance'"", ""'School'""]",Shoujo,LaLa,"[""'Tsuda,Masami'""]",1995-12-22,2005-05-10,30,26,2,2
Maison Ikkoku,8.14,6005,517,1044,18878,760,Manga,15,162,Finished,"[""'Comedy'"", ""'Drama'"", ""'Romance'"", ""'Adult Cast'""]",Seinen,Big Comic Spirits,"[""'Takahashi,Rumiko'""]",1980-10-14,1987-04-06,15,12,1,2
Shiawase Kissa 3-choume (Happy Cafe),8.14,7974,518,1013,19165,464,Manga,15,88,Finished,"[""'Comedy'"", ""'Romance'"", ""'Slice of Life'""]",Shoujo,Hana to Yume,"[""'Matsuzuki,Kou'""]",2004-12-04,2009-08-20,15,13,2,0
Iryuu: Team Medical Dragon,8.14,4182,519,1669,12625,217,Manga,25,210,Finished,"[""'Award Winning'"", ""'Drama'"", ""'Medical'"", ""'Psychological'""]",Seinen,Big Comic Superior,"[""'Nagai,Akira'"", ""'Nogizaka,Tarou'""]",2002-11-01,2011-01-28,4,3,1,0
JoJo no Kimyou na Bouken Part 2: Sentou Chouryuu (JoJo's Bizarre Adventure Part 2: Battle Tendency),8.14,67053,520,131,108814,3428,Manga,7,69,Finished,"[""'Action'"", ""'Adventure'"", ""'Historical'"", ""'Vampire'""]",Shounen,Shounen Jump (Weekly),"[""'Araki,Hirohiko'""]",1987-10-20,1989-03-14,25,24,1,0
Adolf ni Tsugu (Message to Adolf),8.14,6570,521,777,24507,508,Manga,4,36,Finished,"[""'Award Winning'"", ""'Drama'"", ""'Historical'"", ""'Military'""]",,Shuukan Bunshun,"[""'Tezuka,Osamu'""]",1982-12-22,1985-05-16,9,8,1,0
Kimi to Boku.,8.14,1883,522,1847,11446,250,Manga,17,103,Finished,"[""'Comedy'"", ""'Drama'"", ""'Romance'"", ""'Slice of Life'"", ""'School'""]",Shounen,GFantasy,"[""'Hotta,Kiichi'""]",2004-09-24,2022-03-18,3,3,0,0
Bakuon Rettou,8.14,2543,523,1617,12980,403,Manga,18,105,Finished,"[""'Action'"", ""'Drama'"", ""'Psychological'"", ""'School'""]",Seinen,Afternoon,"[""'Takahashi,Tsutomu'""]",2002-10-24,2012-11-24,9,7,2,0
Your Letter,8.14,5967,524,1665,12645,276,Manhwa,1,11,Finished,"[""'Adventure'"", ""'Drama'"", ""'Mystery'"", ""'School'""]",,Naver Webtoon,"[""'Cho,Hyun-ah'""]",2018-08-11,2018-10-13,10,9,1,0
"Tsukuritai Onna to Tabetai Onna (She Loves to Cook, and She Loves to Eat)",8.14,1087,525,3852,5640,158,Manga,3,16,Publishing,"[""'Girls Love'"", ""'Slice of Life'""]",Josei,Comic it,"[""'Yuzaki,Sakaomi'""]",2021-01-08,Updating,3,3,0,0
"Kinou no Haru de, Kimi wo Matsu (Wait for Me Yesterday in Spring)",8.13,441,526,8054,2447,60,Light Novel,1,7,Finished,"[""'Mystery'"", ""'Romance'"", ""'Supernatural'"", ""'Time Travel'""]",,,"[""'Hachimoku,Mei'"", ""'Kukka'""]",2020-04-17,2020-04-17,7,7,0,0
Ookami Kodomo no Ame to Yuki (Wolf Children: Ame & Yuki),8.13,925,527,8088,2438,41,Novel,1,4,Finished,"[""'Drama'"", ""'Fantasy'"", ""'Slice of Life'"", ""'Childcare'""]",,,"[""'Hosoda,Mamoru'""]",2012-06-22,2012-06-22,1,1,0,0
Bokura wa Minna Kawai-sou (The Kawai Complex Guide to Manors and Hostel Behavior),8.13,16695,528,399,43944,1473,Manga,11,93,Finished,"[""'Romance'"", ""'Slice of Life'"", ""'School'""]",Seinen,Young King OURs,"[""'Miyahara,Ruri'""]",2010-04-30,2018-05-30,21,18,3,0
Fate/kaleid liner Prisma☆Illya 3rei!!,8.13,3683,529,2046,10210,409,Manga,3,16,Publishing,"[""'Action'"", ""'Comedy'"", ""'Fantasy'"", ""'Mahou Shoujo'""]",,Comp Ace,"[""'Hiroyama,Hiroshi'""]",2012-05-26,Updating,4,4,0,0
NHK ni Youkoso! (Welcome to the N.H.K.),8.13,25165,530,282,59673,3129,Manga,8,40,Finished,"[""'Comedy'"", ""'Drama'"", ""'Romance'"", ""'Otaku Culture'"", ""'Psychological'""]",Shounen,Shounen Ace,"[""'Ooiwa,Kenji'"", ""'Takimoto,Tatsuhiko'""]",2003-12-26,2007-04-26,24,16,6,2
Gunnm: Last Order (Battle Angel Alita: Last Order),8.13,8977,531,746,25203,810,Manga,19,124,Finished,"[""'Action'"", ""'Drama'"", ""'Sci-Fi'"", ""'Martial Arts'""]",Seinen,Ultra Jump,"[""'Kishiro,Yukito'""]",2001-07-19,2014-01-28,14,9,4,1
Vagrant Soldier Ares,8.13,6098,532,1260,15974,506,Manhwa,26,207,Finished,"[""'Action'"", ""'Adventure'"", ""'Drama'""]",,,"[""'Ryu,Geum Chel'""]",2001-01-01,2007-01-01,11,11,0,0
Soredemo Machi wa Mawatteiru (SoreMachi: And Yet the Town Moves),8.13,2545,533,2063,10151,403,Manga,16,130,Finished,"[""'Award Winning'"", ""'Slice of Life'""]",Seinen,Young King OURs,"[""'Ishiguro,Masakazu'""]",2005-03-30,2016-10-28,9,9,0,0
Beelzebub,8.13,63481,534,115,117330,4970,Manga,28,250,Finished,"[""'Action'"", ""'Comedy'"", ""'Supernatural'"", ""'Childcare'"", ""'Delinquents'"", ""'Mythology'"", ""'School'""]",Shounen,Shounen Jump (Weekly),"[""'Tamura,Ryuuhei'""]",2009-02-23,2015-03-13,28,26,2,0
Full Metal Panic!,8.13,2746,535,2406,8860,230,Light Novel,12,72,Finished,"[""'Action'"", ""'Comedy'"", ""'Drama'"", ""'Romance'"", ""'Sci-Fi'"", ""'Love Polygon'"", ""'Mecha'"", ""'Military'"", ""'School'""]",,,"[""'Gatou,Shouji'"", ""'Shiki,Douji'""]",1998-09-09,2011-08-20,2,1,0,1
Major,8.13,1897,536,3261,6676,136,Manga,78,747,Finished,"[""'Award Winning'"", ""'Comedy'"", ""'Drama'"", ""'Sports'"", ""'Team Sports'""]",Shounen,Shounen Sunday,"[""'Mitsuda,Takuya'""]",1994-07-13,2010-07-07,3,2,1,0
Amaama to Inazuma (Sweetness and Lightning),8.13,7308,537,729,25968,462,Manga,12,63,Finished,"[""'Comedy'"", ""'Gourmet'"", ""'Slice of Life'"", ""'Childcare'"", ""'Iyashikei'""]",Seinen,good! Afternoon,"[""'Amagakure,Gido'""]",2013-02-07,2018-12-07,11,10,1,0
"Yahari Ore no Seishun Love Comedy wa Machigatteiru. @comic (My Youth Romantic Comedy Is Wrong, As I Expected @comic)",8.13,1921,538,2291,9286,167,Manga,22,127,Finished,"[""'Comedy'"", ""'Romance'"", ""'Love Polygon'"", ""'School'""]",Seinen,Sunday Gene-X,"[""'Watari,Wataru'"", ""'Io,Naomichi'""]",2012-12-19,2023-01-19,1,1,0,0
Mushoku Tensei: Isekai Ittara Honki Dasu (Mushoku Tensei: Jobless Reincarnation),8.12,46786,539,120,114689,3999,Manga,3,16,Publishing,"[""'Fantasy'"", ""'Isekai'"", ""'Reincarnation'""]",Seinen,Comic Flapper,"[""'Fujikawa,Yuka'"", ""'Rifujin na Magonote'""]",2014-05-02,Updating,34,17,5,12
Ao Haru Ride,8.12,97122,540,42,194172,9198,Manga,13,53,Finished,"[""'Romance'"", ""'School'""]",Shoujo,Bessatsu Margaret,"[""'Sakisaka,Io'""]",2011-01-13,2015-02-13,73,58,11,4
Trapped,8.12,1838,541,3974,5479,211,Manhwa,3,203,Finished,"[""'Romance'"", ""'Suspense'"", ""'Psychological'""]",,Naver Webtoon,"[""'Haemuri'""]",2019-09-02,2024-05-20,5,4,1,0
Mushoku Tensei: Dasoku-hen (Mushoku Tensei: Redundant Reincarnation),8.12,440,542,9433,2007,57,Light Novel,3,16,Publishing,"[""'Fantasy'"", ""'Slice of Life'"", ""'Isekai'"", ""'Reincarnation'""]",,,"[""'Rifujin na Magonote,Sirotaka'""]",2023-06-23,Updating,1,1,0,0
Mairimashita! Iruma-kun: If Episode of Mafia (Welcome to Demon School! Iruma-kun: IruMafia Edition),8.12,404,543,11433,1561,22,Manga,3,16,Publishing,"[""'Fantasy'"", ""'Organized Crime'""]",Shounen,Bessatsu Shounen Champion,"[""'hiroja'""]",2023-09-12,Updating,3,3,0,0
Ponkotsu Ponko,8.12,3699,544,1785,11802,247,Manga,10,79,Finished,"[""'Comedy'"", ""'Slice of Life'""]",Seinen,Big Comic Spirits,"[""'Yatera,Keita'""]",2019-03-25,2021-05-24,9,9,0,0
Hikaru no Go,8.12,23148,545,370,47514,2016,Manga,23,198,Finished,"[""'Award Winning'"", ""'Comedy'"", ""'Drama'"", ""'Supernatural'"", ""'Strategy Game'""]",Shounen,Shounen Jump (Weekly),"[""'Obata,Takeshi'"", ""'Hotta,Yumi'""]",1998-12-08,2003-07-14,25,25,0,0
God Child,8.12,7138,546,963,20035,904,Manga,8,48,Finished,"[""'Boys Love'"", ""'Horror'"", ""'Mystery'"", ""'Supernatural'"", ""'Historical'""]",Shoujo,Hana to Yume,"[""'Yuki,Kaori'""]",2001-05-02,2003-10-04,14,13,1,0
